卫视,#genre#
海南卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225890/1.m3u8
东南卫视,http://183.215.102.57:8089/180000001001/00000001000000000010000000040459/main.m3u8
甘肃卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225877/1.m3u8
青海卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182317/main.m3u8
青海卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8
山西卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182271/main.m3u8
山西卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225895/1.m3u8
云南卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182259/main.m3u8
云南卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225902/1.m3u8
云南卫视,http://112.50.243.8/PLTV/88888888/224/3221225853/1.m3u8
陕西卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182270/main.m3u8
陕西卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225896/1.m3u8
吉林卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182264/main.m3u8
吉林卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225886/1.m3u8
贵州卫视,http://183.215.102.57:8089/180000001001/00000001000000000010000000040424/main.m3u8
厦门卫视,http://183.215.102.57:8089/180000001001/00000001000000000022000000381023/main.m3u8
四川卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182257/main.m3u8
